createtime,creator_qq,creator_name,creator_isVip,dissid,dissname,listennum
2020-08-19,1131072037,许奕辰,0,7683698159,古风圈的那些入坑神曲，了解一下,2350201
2018-11-12,349915071,梅内斯,2,5137719959,苦涩Rap | 伤心的时候不要听 !,9935377
2020-02-12,3202253026,凌然霄,0,3705423543,超燃电音|我独自一人处高峰,4299110
2018-05-01,1433218437,猫九,0,2962708139,王者荣耀 | 峡谷乱杀必备BGM,7927799
2020-09-18,3364217504,太郎.,0,7719472632,喜欢的歌静静听，喜欢的人静静看,2326904
2020-07-18,3551670799,心鱼涌泉,0,7597599566,「超神电子」爆发你的肾上激素！,20240235
2018-02-28,1262773020,𓅯存在𓆡,0,658033106,你已不在身边，我却彻夜想念,2287617
2020-09-19,2276943843,锥生零,0,7718860899,有一种悲伤：叫做你失去的背影,304742
2020-05-06,1587080800,亮晶晶,0,892344800,"“三杰” 时光荏苒,追寻逝去流年",3413052
2019-09-11,151327328,‍,0,4227964240,车载精选 | 电音一响尽情狂嗨,361372
2020-04-15,1329616814,cola,0,7522458197,站内收藏量过百万的欧美热曲,59777440
2020-05-21,2174875328,Kobayashi,2,7567404842,200首校园歌曲：回忆学生的时代,20136089
2016-12-19,237370213,可惜没如果,0,1742108428,林俊杰歌单,21764761
2019-10-18,3507583383,亲子专区官方账号,2,7260394635,0-3岁宝宝儿歌,230346834
2020-11-03,1367363703,就是爱音乐,2,7769343580,一人一首 | 90后的校园青春回忆,4595082
2020-10-01,1907925059,干饭人,0,7650382189,『丧系』没有完整版的神仙翻唱,4112771
2020-09-15,1273179433,稍等一下～,0,7713574197,国风BGM｜再听已是曲中人,29571803
2018-10-08,1220667525,安多,2,5217738880,《天官赐福》同人：明灯三千为一人,8727974
2019-08-28,2641188037,冲向KTV,0,7174020740,九十年代：这些老故事我唱给你听,2834677
2020-08-27,3427724427,北川同学,0,7691767726,神仙男声 | 云里偷藏喜欢,3925073
2020-06-04,415456277,丧气男孩,2,7588622937,米津玄师 | 来自异次元宝藏男孩,3660694
2018-02-12,2797356293,河清净,0,1767321860,〖爆燃BGM〗引领队友走向胜利,13066273
2020-09-29,2134718135,‭遇浩,0,7703801812,失望片段 | 被爱的人不用道歉,7642174
2020-11-02,813010823,双木非林田下有心,0,4256842395,【嗨曲】爆炸操作秀翻全场,116150
2020-08-16,1152921504911067581,檀澄棠♡,0,7679236179,轻缓英文 | 宁静的午后时光,290343
2019-10-14,2720774621,Flipped,2,7254963443,『水逆退散』您的好运正在配送中,1443256
2020-07-31,1924768924,独醉,0,7658004977,『中文丧系歌曲』放飞心情吧！,3659
2020-04-18,1152921504763862237,洋洋,0,7254468065,夜店劲爆舞曲 激情蹦迪疯狂甩起,1141362
2020-06-09,3234133879,等一树爆米花呀,0,7594409643,您的甜甜的恋爱已到，请查收,2870606
2020-03-26,864758248,一封情书给自己,0,7489569642,纯音乐400首丨绝伦旋律 美妙动听,11758527
2020-10-04,2542015794,EMusic足迹者,0,7737463022,鲁迅说:“EDM是音乐中极品”,10647
2020-03-30,545722971,我等等。,0,7495335760,男孩 | 愿你的未来都有人在,1282797
2020-09-27,3110719207,青子✨,0,7724836426,欧美｜收藏过百万的英文歌 持更,1124620
2020-12-21,239464625,喜欢ACG的瓜太郎,2,7816146608,2020第71回NHK红白歌会曲目,38601
2017-09-29,1812948313,私に闻いて风i,2,1781021825,每科都考99分！学霸专用的唯美の纯音,57280755
2019-11-26,757633910,小飞侠.DAYTOY,0,885993631,肖战的歌 我们的歌,5415859
2020-03-08,1152921504819784901,Happy.,0,6949707670,下班来劲 | 来首电子，抛开烦恼,7716029
2019-05-24,3163854005,韩达达,2,7004110454,韩剧OST女王的催泪神作,2001435
2020-05-24,2374133080,LANNÉ,0,7564229425,小众兼宝藏·冷门又不失格调,1218777
2020-09-27,1847569460,.落差,0,7658655210,你那么温柔，一定很孤单吧,1821222
2020-08-24,2587278206,喵喵君仙998.47亿 次播放,0,7690002111,古风女声控，优美旋律为你而来,1069554
2020-05-16,2779228986,瞎子,0,7229893667,我是怪人听歌也会哭,428927
2020-06-03,467638189,蜜糖男孩,2,7587920319,Tizzy T：快签收你的饶舌男孩,4144685
2020-09-10,1714547601,鹿桉.,0,7711339742,丧感片段｜还没开始就结束了曆,2232125
2019-09-20,3512595187,科兴跳舞机,2,7212954390,车载慢摇，震得你热情像发了疯,2961523
2020-09-12,3427724427,北川同学,0,7708477791,优质片段 | 将所有温柔集于一身,1320241
2019-12-17,2297095896,景随风,7,7342928643,老歌旋律在耳旁，回不去的旧时光,54413425
2020-03-02,1968987427,故事未完待续,2,7382629476,精选 | 好听到单曲循环的热歌,908319154
2020-10-31,3063745183,歌单达人,0,7765118504,圣诞节丨祝你节日快乐，万事遂愿,4054301
2016-11-03,1258496502,青蛙王子泡泡糖。,0,1437721458,让人情不自禁的英文歌,64380745
2019-09-04,1808739114,AmroJie,0,7123372894,欧美:珍藏佳作 唤醒沉睡的耳朵,23226443
2020-08-16,2836337885,ㅤ,0,7673177442, 失落歌单｜她说过不会骗我 ,13263577
2020-10-03,1026917890,静若💞安然,0,7735682764,站内热评: 上头热歌 循环首选,4020499
2020-08-16,1152921505040905258,hiby,0,7678657343,国风 | 素手抚琴，为你弹一曲,2857611
2020-09-12,2452164904,糯米团,0,7712802404,治愈男音:挑战不心动男声,5683368
2020-06-04,1928949981,七喜,0,1136199129,[超然节奏] 无音乐、不游戏！,2306374
2018-01-18,1209430845,DesTiny,2,2356366127,睡个好觉！百首安静纯音助你入眠,9363662
2020-03-27,1376635539,九命相柳,0,7461790879,1000首欧美：满足欲求不满的耳朵,9803835
2017-12-15,1367363703,就是爱音乐,2,1788824062,粤语情怀 | 唱入心扉的动听女声,614179
2017-01-17,431971379,两处相思同淋雪，,2,3517857779,500首轻音收集 ：学渣听了也想考北大,41508141
2020-09-27,3267437170,南岸公园,0,7715821645,猛男也爱唱RAP | 艾福杰尼,79871
2020-04-15,1498030674,星野一,2,7520334743,短视频收藏过百万最热歌曲合集,151712377
2020-11-18,1242576048,　　　　　　　　　,0,7785460928,Hiphop ：想听听Rapstar的心声吗,187032
2017-11-26,3013409005,AHang,0,2391277948,「深度睡眠轻音乐」脑海中盛放的沉寂,10104707
2020-08-31,283319545,清言寡语 ¸,0,7242168276,热歌：何以解忧愁，唯有蹦迪摇头,15044938
2020-11-19,2490598732,望渔楼主（歌单狂妹）,0,7778278548,中文翻唱｜优秀与温柔共存,696124
2020-04-24,361077359,芒果先生,0,7535283994,短视频BGM：精彩片段，无缝衔接,1606338
2020-12-09,467638189,蜜糖男孩,2,7808373086,Pitchfork｜2020最佳专辑Top 50,40901
2020-08-11,1490864273,_尐～爺^,0,5863290029,[燃]感受音乐极限魅力,3158327
2020-06-13,1152921504980059803,L17C,0,7498059409,游戏BGM［建议搭配王者服用］,3461136
2020-08-26,2471800102,蝶栩,0,7692240932,【古韵古风】寻觅中国风,5890698
2020-04-27,565189195,نورالدين,0,7537552719,ANU：越民族，越新潮！,682920
2020-09-22,695636314,玄冬Bw,2,7723138577,国创之光！值得一看的国风动画,317128
2017-07-12,3387801282,后摇侦察兵,2,1469897849,「华语歌钢琴版 」古典与流行的完美邂逅,3529425
2020-09-11,3624609974,暖眸,0,7618560152,「VIP」绿钻专属欧美佳曲欣赏,3164298
2020-09-10,910801164,偏见.,0,7710032313,优质片段 | 入耳即沦陷的宝藏歌,2676382
2020-08-30,2895978176,我有佐助,0,7690336123,『丧系歌单』那缺席的安全感,405994
2016-10-20,945187827,念安娜,2,2931035154,华语｜给你一张过去的CD,91583284
2020-07-20,1006172694,羡之,0,7637214383,【90后回忆】歌词本里的青涩年华,10413839
2020-12-06,1306277207,枕,0,7685396575,“我爱你，可你却伤我入骨”,348649
2020-07-11,499891688,ˊᵒ̴̶̷̤,0,7613169172,英语Rap ｜ 跟着节奏落入Trap,223925
2020-04-22,1498030674,星野一,2,7532670538,一单打尽！Q音热搜榜歌曲持更集,43498562
2020-09-12,3255805880,辰兮 .,0,7687815897,片段 不确定的才会患得患失,19350583
2019-06-28,2827745225,智能算法大师,2,7060355343,轻音乐 | 唯美钢琴流行音乐,2714755
2020-11-17,1522531377,PC12138,0,7784481513,暴露年龄！学生时代MP3里听的歌,9343272
2020-12-08,3072237667,欧皇来了,0,7808176854,NME评：2020年最优秀的50首歌,297889
2020-09-19,1335031853,_,0,7720311890,温柔点吧，这个世界已经够浮躁了,1069607
2019-07-19,1728174826,水谷雫,0,6746013591,【养成之光】刘耀文唱跳歌单收录,393346
2020-12-08,2698225532,世间魁.,0,7807886978,直男斩！秋冬温柔女声推荐,506804
2020-08-26,746503843,♪森❀森♪,0,7691838312,耳机分你一个，想和你开启好心情,12746347
2020-05-08,3299472004,柏亦希,0,7522943324,『Rap』失意悲伤，颓废恋情,307515
2020-06-29,1152921504907337425,无限电LMH🌈,0,7283856320,沙雕丨那些搞笑视频里的bgm合集,472967
2020-05-29,2900403492,ONLY,0,7581343266,情窦初开 | 想要甜甜的恋爱,74057018
2020-08-19,2749983950,任凭寂寞沸腾,0,7683199209,伤感片段丨不过是南柯一梦,13809882
2018-09-14,3239619075,歌单狂魔,2,4580773716,站内弹幕9999+欧美歌曲,150102294
2020-11-29,1371887665,楠羽.,0,7798496732,想开一家早餐店，叫“早点见面”,341072
2017-07-26,352503481,老年人,0,1164657023,轻音乐，钢琴曲，纯音乐,41202677
2020-04-13,2696141375,随缘,0,7084698351,顶尖英文说唱 述说节奏魅力,497541
2020-08-16,3412606188,1.,0,7675764598,欧美流行｜快乐旋律让你沉沦其中,495310
2020-12-11,1152921504689404423,Jackey🤓（互关私）,0,7810389838,想快快长大，才能保护母亲,127997
2020-07-12,3250986093,】Alex【,0,1721400911,欧美梦幻之歌 | 治愈你的云端梦,36945
2018-10-27,1127914446,青梦,0,5375317625,「硬核战歌」无音乐不游戏,59727125
2020-07-01,1446887291,Addictedtomusic,0,7000491330,英文嘻哈｜丧中取乐 享受孤独,722897
2020-11-30,1205237411,圣地亚哥老蝙蝠,0,7798823985,初代到泽塔经典BGM和主题曲,188460
2017-02-07,25561202,小Q,0,1452052493,100首精选粤语歌  怀念旧时光,79169381
2020-09-06,2350439365,Blink-Swiftie ,0,7706788408,王牌女团 | 用实力征服你的耳朵,3515380
2020-09-30,2667533186,正在加载中…,0,7727383695,超甜Rap｜♥︎给喜欢的人听♥︎,139574
2020-09-10,910801164,偏见.,0,7710032695,宝藏歌曲 | 星辰闪烁 云朵温柔,6845484
2016-11-24,931905769,陈哲,2,3540484302,学霸必备：专心写作业 享受轻音乐好时光,53931762
2020-04-08,3181838466,沐,0,2683955247,开车听一听 交警后面追,1544799
2018-01-16,1505754053,E.L.M.雷神,0,3658457678,90有你：听不完的那些回忆,34677088
2020-03-30,2235414701,张卿允,2,7499337095,任然：把思念装进漂流瓶,23211000
2020-10-02,823909086, ,0,7733073935,古风｜举杯独醉茫然又一年岁,1543496
2020-07-16,452775188,还不是因为你长得不好看,2,7639593815,华语珍藏：90后KTV必点曲目,4792183
2020-11-13,1959401541,Spinnin,0,7779294041,［电音＋耳机］电子竞技的神器,49847
2020-08-16,963737492,依々晴,0,7657332746,古风戏腔 | 兰花指捻红尘似水,13447120
2017-04-03,348361207,风少,2,2919117025,懒懒散散的爵士，自由散漫的蓝调,632848
2020-04-20,1054837037,书不尽清风,0,7530172964,古风 • 我在等风，也等你,3153862
2020-06-25,3261609492,为安不够好.,0,7613171044,慢调rap | 孤独到了极致便是享受,1390531
2020-06-08,2437571909,,0,7572797161,正义的化身 · 奥特曼申请出战！,425873
2020-08-06,1152921505008899648,不问归期·,0,7666951595,戏腔古风 | 一曲离殇 戏子多愁,1472120
2020-07-30,2788132285,銀河不落星系,0,3748979450,K-POP｜韩流时代即将到来,2544899
2020-11-01,2188766429,是可妮a.,0,7767362229,国语 | 人间美好，日落和你,3252398
2020-09-01,354284502,此号被盗,0,7690031361,EA7车载 | 飙车党的速度与激情,277548
2020-12-01,3423662166,星航T,0,7800210639,奥特曼系列ol：汇聚银河之光,109473
2020-09-16,1924797443,晚乔,0,7591760875,情感│雨好大啊！我们都回不去了,27079315
2019-12-24,1127914446,青梦,0,7261817420,『b站阿婆主』宝藏神曲无限循环,9603126
2020-05-04,2374133080,LANNÉ,0,7547485149,韩语 | 韩国各大厂牌顶尖作品,10279600
2020-03-23,864758248,一封情书给自己,0,7487200397,极致踩点丨B站高燃混剪收录单,5970807
2020-07-04,1556178653,八幡,0,7608075165,『电竞』带上耳机，个个都是传奇,12704071
2020-10-06,1443329766,Arminius.,0,7739955818,蓝心羽｜如玫瑰般优雅高贵的嗓音,342683
2020-08-02,1309974854,　,0,7322622901,欧美女声 | 开口惊艳 入耳沦陷,11001825
2020-05-23,2040793374,璃想呐,0,2075995542,忽然想起我们还没有好好道别,9513458
2020-08-11,1350916312,仙儿,0,7673938741,国语 | 女孩子嘛就要听甜甜的歌,5030362
2020-09-09,1152921504681001855,必胜🤟,0,7708875728,时光留声机：90后都在慢慢老去,882127
2020-09-29,929284,温柔的神明,0,7731188543,【游戏专属】闪开我要拿五杀,1277173
2020-04-06,1022543731,热文案,2,7510686711,夜独 · 四下无人时我也会崩溃,14407445
2020-10-24,2042202855,凌晨三点半,0,7758895754,热歌集丨落日余晖，待你而归♡,6436931
2020-07-01,1522729603,卋罖,0,7049802192,睡前音乐｜那些温柔翻唱的歌曲,2959142
2017-12-07,478695379,DJ顾念晨,3,3584864556,刺激不！老板上班都要偷偷听的百首热歌,17986003
2020-11-15,3111491292,沐雨,0,7705310639,上单必备BGM:我于绝境逆风而生！,243827
2019-06-25,2827745225,智能算法大师,2,7060352909,社会摇 | 摇头晃脑，我是王者,2709875
2020-03-23,2660746954,乔冷,0,7485788455,粤语丨忘掉烦恼往事皆随风,6897551
2019-05-06,977423823,幼杀大队长.,0,1551071404,流行 | 近年来火爆全网的歌曲,93644570
2017-08-10,3498192741,画船听雨眠～,2,1169458772,「欧美清新小调」吹进耳朵里的清风,4282731
2020-12-09,2979842415,桃Tao音乐志,2,7808532987,Billboard编辑评出今年50大单曲,83222
2020-07-16,1826760032,Moriiecho,0,7640194255,霉粉收藏！霉霉顶流播放songs！,784003
2020-03-13,1498030674,星野一,2,7471755205,助眠纯音 · 香甜梦境催化剂,834673
2020-08-15,312590452,石上优いしがみ ゆう,0,7679032670,疯狂踩点 l 嚣张步伐的练成方式,608958
2020-09-23,1522531377,PC12138,0,7713973940,赌一包辣条，95后肯定听过这些歌,1187050
2020-11-01,3427724427,北川同学,0,7767162979,催泪100% | 试图截图留住一切,4475450
2020-11-27,1152921505046073227,Jose.chen,0,7794926900,当年“血洗”qq空间的背景音乐,92846
2017-08-10,3050361411,古耐moon,2,1169467842,「古装影视曲」勾起你的怀旧情愫,8083635
2020-08-12,1152921504949336113,☁️火星预报员☁️,0,7651874828,温柔片段：我在人间贩卖日落。,1357739
2020-11-03,1242012453,自渡·,0,7769012058,小阿枫 | 翻唱也不失歌曲精髓,6284451
2020-10-07,814291832,念惜,0,7741493723,古风｜红尘千丈，诉不尽繁花似锦,1703105
2020-04-20,749914525,Randolph,0,7478371305,超燃纯音 | 史诗级Battle,545746
2019-08-23,2103461797,随꙰你꙰所꙰喜꙰°,2,7136488611,「甜系情歌」融化你的少女心,7619145
2020-04-10,1371887665,楠羽.,0,7516321215,钢琴与流行乐的唯美邂逅『持更』,18261305
2020-09-09,1152921504681001855,必胜🤟,0,7709787690,90后怀旧|那些年我们曾唱过的歌,8781873
2017-01-16,120167780,xxxx.,0,850489245,易烊千玺单曲,9278258
2020-10-01,746503843,♪森❀森♪,0,7691851600,【宝藏男音】 捕获你的小心脏 ♡,1699816
2020-03-24,951337808,Future,0,7488993038,专注力百分百学习歌单 | 纯音乐版,3326736
2020-03-03,3138960748,Lemon.,0,7454774035,Trap rap : 慵懒气泡男嗓,2670125
2018-01-08,1079096147,超级珊,2,3634945575,致前任：你以为我不会走，我以为你会留,111679484
2017-12-18,1367363703,就是爱音乐,2,3604761333,入坑必听 | 古风一曲解千愁,11734476
2020-07-10,2896444587,温柔,0,7633043823,「古风」一曲一场叹，一生为一人,38347854
2020-08-30,1966651916,爱听音乐♥秦小言支持国产动画↑,0,4235925035,《超然的BGM》游戏素材专用,5213899
2020-03-02,864758248,一封情书给自己,0,7451573651,注入灵魂丨B站大佬们的宝藏歌曲,3730291
2020-10-03,892608619,Boom,0,7736982127,魔鬼低音rapper的情歌合集,177867
2020-09-22,1152921504949453792,刃,0,7723989462,轻音乐 | 随着音乐旋律缓缓睡去,279828
2020-10-20,1152921504687801696,🐻熊小歪是涛涛🍑的.🍼,0,7754460785,李飘飘合集 | 可爱系暖心男友音,515674
2020-02-27,2235414701,张卿允,2,7447666481,小众英文｜世间所有温柔涌向你,5153158
2020-02-21,1950666740,★、╰︶,2,7428961315,百首流行 · 00后麦霸速成宝典,58088196
2020-08-07,1878617607,✘✘,0,7236259943,欧美Rap | 炸街必备，走路带风,325500
2020-10-25,3209593870,廾匸,0,7759892956,能让人成熟的，不是年龄而是经历,2175015
2020-11-03,3429084452,自由摇摆节奏,0,7715823716,指尖温柔：岸部真明精选集,63070
2020-04-30,2374133080,LANNÉ,0,5142656683,EA7  俄式硬曲 | 车载低音 稳住油门,6494829
2019-12-24,1127914446,青梦,0,7267095757,「粤语热歌」港风新韵单曲循环,11534748
2019-09-17,3446073512,酸柠檬好好恰,2,7199061409,中国新说唱 | 这些现场都很炸！,830955
2020-10-24,2446523656,幻菱,0,7758029803,【催眠助眠】舒缓轻音乐伴你入睡,4998425
2017-03-19,1220667525,安多,2,2357765928,值得收藏的100首古风： 赠君一场千年梦,70331703
2020-03-25,2816821559,南穹羽玄,0,5922914682,节奏控：跟随踩点，秀大神操作,3483603
2020-09-13,2987408894,要做一颗星星✨,0,7714254773,小确丧｜一个人听完心碎了,11696040
2019-06-27,2958026496,个性化特供,0,7060354092,再喝一杯烈酒，然后忘了那女孩,561988
2020-05-17,898981922,旅途,0,7567649112,古风精选丨待花开之时再醉一回,13346588
2020-11-14,1924797443,晚乔,0,7728190368,能遇见你，是银河慷慨赠予我糖～,84016
2020-02-25,1498030674,星野一,2,7444822840,舒缓轻音 · 深夜入睡宝典,9162755
2020-08-25,3174948857,留恋夕阳与她,0,7691155409,高甜预警 | 你的奶瓶盖我承包了 ,207796
2018-04-07,1747907171,鹿仁,2,3811422464,静思音乐 | 清心凝神的日式纯音,21310121
2019-07-07,1924013694,颜词,2,7081701069,沉浸字符间：学习专用纯音,17909201
2020-08-19,2722411508,说唱专区官方账号,0,7683803627,Rich Brian | 宝藏说唱男孩,1321671
2018-06-15,2174875328,Kobayashi,2,4163453012,静心时刻：学习专用纯音,10996140
2020-10-13,2635732555,神仙妹妹.,0,7747870306,说唱｜甜度爆表的旋律说唱,152086
2020-07-07,2446523656,幻菱,0,7401064131,【沉迷学习】轻音乐的舒缓享受,11233144
2020-07-31,2747980541,♡,0,3749804459,丧: 你的声音是治愈我的最好频率,3389445
2017-09-30,374763385,书童,2,2342784507,绝对典藏！400首欧美动感热曲全收录,116942521
2019-10-12,2686694837,再来一杯浓茶,2,7228611133,《蒙面唱将猜猜猜》Live精选辑,2280281
2020-11-11,2248456253,Sy.雨轩,0,7776890034,一人成名曲：记忆深处动听的旋律,1435365
2018-10-24,3308359265,古风圈里没有我,2,5275391892,失眠疗养所 : 300首催眠纯音,49911077
2016-10-20,1798583988,喜欢i,1,3147048266,让人释然的轻音乐（久石让）,8597349
2017-09-28,1185847270,汤圆儿,2,885955294,舒缓旋律，看书听歌两不误,1238003
2020-06-01,1542897217,音为有你,0,7540641459,超燃欧美Music 提升肾上腺素,16583886
2020-01-14,3077344505,精彩华辉,0,7271994513,催泪系列 | 失恋时建议不要去听,24911999
2019-09-24,3269668970,绪井奈奈未,2,7224170219,米津玄师 | 孤独天才的万丈温柔,6311513
2020-10-27,508312226,颜瑟.,0,7760717202,伤感片段：你是我贪恋的人间烟火,1755484
2020-07-01,1950666740,★、╰︶,2,7601045106,米津玄师 · 孤独里的寂寞烟火,2717469
2020-10-03,3244149336,鹤辞。,0,7737233393,“天晴了，而你还会回来吗”,1882096
2020-10-15,166191624,经典小当家,0,7746554330,旧时遗忘的过去，能否再次找回？,557341
2019-06-25,2982854755,算法火星哥,2,7060356689,蒙面唱将猜猜猜 | LIVE版精选辑,2908621
2020-08-11,1152921505008368046,顾辞.,0,7617467932,歌单：也许这就是爱情吧,5740300
2019-12-24,1186085891,要成为歌单王的男人,0,7347300964,肖战 | 一笑悬命的少年,7340612
2020-08-13,2030402442,Oblivion.¹³¹⁴,0,7675468697,超燃舞曲┃ 听说你想嗨到火星？,764097
2020-04-28,1412551943,收集星星“🌟”,0,7327965236,甜系女生：星河不及你的可爱,908437
2016-10-20,449218160,933。,2,813783126,听了这些歌爱上了民谣,57058870
2017-07-26,2043898887,叮铃铃,2,2968770765,「欧美」节奏控首选，耐听神曲,18918752
2020-10-02,1152921505036041771,玖九9丶,0,7734050019,怀旧韩系 | 重温那些年的时代潮流,135680
2018-07-02,294109499,冷山集,0,4144081013,Trap Rap丨慵懒毒性的迷幻说唱,2996023
2020-05-20,2838048352,欲落,0,7570155999,超好听的中国风，都适合单曲循环,21012226
2020-05-29,452775188,还不是因为你长得不好看,2,7580864284,BLACKPINK出道四周年快乐！,9908177
2017-08-10,3554431134,微笑似年华,2,2067204248,一听就想运动，跟着节奏挥汗,3961774
2020-08-03,1152921504872162361,长街孤酒,0,7520963094,一曲惊鸿梦.古风醉人间,3819115
2020-08-05,3235957840,听,0,7664975759,温柔男音：是人间烟火亦是宝藏,1213779
2020-03-11,3422928760,刚上完网课,0,7461724996,纯音 │ 放空心灵，回归自然之感,381495
2020-10-06,2378187899,识趣.,0,6871787164,[电竞] 打野 射手必须听的战歌,4250586
2020-04-15,1725067421,林夕,2,7514171023,古风女嗓 | 怎敌你眉间一朱砂,4168848
2017-05-22,728180304,安逸风丶昂小白ゞ,2,2054255153,100首Spotify排行榜推荐欧美歌曲,22447258
2020-09-12,497697572,柠檬少年,0,7713821833,枪声版丨吃鸡神器，音乐带你刚,207003
2020-10-13,406453542,小妖的破皇冠,0,7710773647,国语 | 听着歌 远离喧嚣和寂寞,3971356
2020-10-08,2747980541,♡,0,7742719665,片段：难不难过都是自己过.,790224
2020-02-28,3471611867,蜜桃果酱,0,7447798892,没什么事做，满脑子都是你,800677
2017-12-04,1812948313,私に闻いて风i,2,1789636404,站内评论999+超热日语精选,54424088
2017-07-27,2563666097,醉心琳琅,2,2970622459,300首欧美乐坛典藏精品：首首火遍全球,99310833
2020-06-18,1446887291,Addictedtomusic,0,7605521080,国语｜有些人 一转身就成了永远,13430554
2020-10-30,3429084452,自由摇摆节奏,0,7715823988,玉置浩二：“殿堂级”情歌天王,85081
2017-01-31,1165584850,Eyes,2,850420414,［超好听英语系强势来袭］绝不辜负耳朵,27709425
2020-04-26,994067892,醉挽清风＆,0,7466539716,古韵：唯愿诗意满人间,13478594
2020-09-18,2812190571,Cc,0,7457577258,片段 | 忙碌的生活也是一种乐趣,313363
2019-01-30,2630637570,绯离,0,6555496668,做我的猫 | 乖一点就抱你,3348642
2020-09-20,1152921504878700015,记得吃曜.,0,6878296713,霸气外漏 | 超拽背景音乐,114132
2020-03-09,2822129197,栖时,2,7264427386,待雪下时叙酣宴，请君饮杯霁夜茶,52453
2020-08-31,1752319892,仙晚,0,7693153852,轻柔小众 | 愿你遇见所有的甜,199697
2020-07-18,1587895789,🍃不朽ゞ,0,7642695693,【古风】人间恰似你的温柔,1332050
2019-09-30,1534433626,温柔,2,6255377857,吃鸡战歌 : 音乐响起 落地成王,7721947
2017-09-01,3050275225,温酒伴月落,2,2380029102,YouTube最快达到9亿点击量歌曲TOP 50,3575195
2020-04-25,739620118,安与.,0,7537817618,古风清灵女声 l 故人泪,8929674
2020-08-09,1152921504842294771,走心了吗,0,7670780780,『欧美』沁入人心的安静旋律,2132274
2020-03-10,2282114278,请君为我倾耳听,0,7467921385,精选免费下载的国风好歌,10751588
2020-09-28,2933328894,梦追,0,7717078709,劲爆 | 疲乏无感，嗨曲调调赶走,1351668
2017-10-16,406893292,∮星￠草∮,0,1480298267,JOJO的奇妙冒险OPED合集（新增五部OPED2）,7823078
2020-09-25,1562596275,风筝从云里来,0,7726401548,粤语经典丨时光沉淀的旋律,7233173
2019-11-09,3451226023,斤,0,4240872267,「王者战歌」上分必备的超燃电音,16665720
2020-08-18,1825869086,麻辣烫不要麻不要辣,0,7682122587,白小白：不念过往，不问归期,2519104
2020-07-10,1810637814,颜。,0,7633087213,【伤感歌单】听着听着就哭了,5026894
2020-05-21,498877906,狗贼,0,7572021700,站内收藏999+的两百首古风集,12013024
2017-08-10,2845491591,一点绿,2,1169467887,「80后记忆」那些年少时光的华语经典,66030517
2020-08-06,3054828396,ㅤ,0,7666338940,粤语经典：一起走过的友情岁月,10300565
2017-01-02,745468154,CAI,1,1971999922,睡前舒心纯音乐哄君入眠,24754254
2020-03-19,2241889895,周森,0,7482171878,DJ舞曲 · 就问你上头不上头,9700599
2020-07-20,1152921504793276628,越夜粤冷,0,7644627036,90后粤语：越成长越懂歌词,2713821
2016-10-20,449218160,933。,2,771161642,100首经典粤语 回不去的青春,81747774
2018-03-22,1214673117,小攀哟,2,3790000614,欧美精选：动感节奏，治瘾旋律,26805999
2020-03-10,2366812118,幸福的小麻花,2,7467921346,最懂你的心：免费下载这些情歌,17609667
2020-02-06,2394516058,𝓐𝓾𝓻𝓸𝓻𝓪🌌,0,7414316444,『极致欧美神曲』为生活注入色彩,2288585
2020-03-08,2060774762,考官001,0,6960007429,『原耽』晋江同人猫耳FM广播剧,1249091
2020-09-12,847303805,北星.,0,7713265613,人气爆棚 | 入耳即沦陷的温柔音,1964775
2020-07-12,2779690389,暮岁十三,0,7635706958,等君归兮 | 等什么君的神仙嗓音,17612677
2020-08-19,2937505134,准点星辰.,0,7456827936,古风院：恰似惊鸿落人间.,2705184
2020-11-14,3510023506,仄言．,0,7780457991,伤感翻唱：只是一厢情愿罢了,477745
2020-06-08,1540287390,大众流行带你飞,0,7593039384,海来阿木：999+评论里都是故事,8247511
2020-07-05,972508083,看好你的电动车,0,4216387623,华语流行音乐8090KTV必点金曲,7509909
2020-10-15,2235903855,Monotone,0,7749234780,伤感片段｜失去笑意成为一人,1257063
2020-09-03,2792808460,星语,0,7703132678,甜到爆表：专属你的小甜心,6381094
2020-10-03,3427724427,北川同学,0,7731828332,伤感 | 比悲伤更悲伤的是空欢喜,11696018
2020-04-20,3521089778,墨九,0,7528887735,DJ宣泄向 | 忘掉所有不愉快,9039430
2020-05-11,1152921504753650915,like...,0,7534277656,KTV热门点播，看谁是麦霸,5039777
2020-11-07,1522531377,PC12138,0,7774205706,典藏经典丨一人一首华语金曲大赏,839153
2020-09-26,3371088289,ㅤ✎﹏ζั͡ޓއއއ๓᭄ꦿㅤ,0,7727168567,致失恋｜想起你时还总是会流泪,7987860
2020-08-04,2303204713,蓝莓 Cake,0,7663976060,华语伤感：我们真的回不去从前了,1774968
2020-02-19,1743959209,李呀,0,7434763564,华语怀旧 | 那些我们怀念的岁月,33477930
2020-10-13,3427724427,北川同学,0,7746458142,华语伤感 | 回忆回不去的记忆,2446139
2016-12-13,945187827,念安娜,2,2940304754,王菲：千言万语，不如幻乐一场,12261090
2020-10-09,1249522308,梵高先生,0,7743630978,经典粤语｜追逐时代里的浪潮,2711039
2020-05-10,1873182795,尔听°,0,7558452068,伤感歌单｜好想能够暂时忘记,17003906
2019-10-27,848155951,下次一定,0,6944750120,节奏控 丨 俘获你耳朵的英文歌,17828667
2020-07-19,201864118,芋泥啵啵奶茶,0,7643583752,神仙日语歌｜超治愈，猛女必备,2143261
